#  L TT            EE            BB            TE            PP            PT            PE           
2235 4.0695579e+01 1.9405281e+00 8.9473207e-03 -1.4561564e+00 8.0882981e-10 5.5099735e-07 2.3169525e-08
2236 4.0575136e+01 1.9410039e+00 8.9359892e-03 -1.4747064e+00 8.0804954e-10 5.4953918e-07 2.3178210e-08
2237 4.0456110e+01 1.9413368e+00 8.9246869e-03 -1.4933858e+00 8.0727013e-10 5.4809023e-07 2.3184474e-08
2238 4.0339260e+01 1.9415443e+00 8.9134143e-03 -1.5121765e+00 8.0649177e-10 5.4665069e-07 2.3188330e-08
2239 4.0223860e+01 1.9416068e+00 8.9021714e-03 -1.5310753e+00 8.0571464e-10 5.4522065e-07 2.3189790e-08
2240 4.0111410e+01 1.9415491e+00 8.8909586e-03 -1.5500863e+00 8.0493837e-10 5.4380004e-07 2.3188856e-08
2241 3.9999701e+01 1.9413516e+00 8.8797761e-03 -1.5691914e+00 8.0416313e-10 5.4238896e-07 2.3185540e-08
2242 3.9890234e+01 1.9410241e+00 8.8686242e-03 -1.5883948e+00 8.0338912e-10 5.4098758e-07 2.3179855e-08
2243 3.9783027e+01 1.9405766e+00 8.8575031e-03 -1.6076782e+00 8.0261596e-10 5.3959569e-07 2.3171799e-08
2244 3.9677355e+01 1.9399966e+00 8.8464130e-03 -1.6270532e+00 8.0184384e-10 5.3821347e-07 2.3161386e-08
2245 3.9573236e+01 1.9392867e+00 8.8353541e-03 -1.6465016e+00 8.0107293e-10 5.3684102e-07 2.3148626e-08
2246 3.9470689e+01 1.9384639e+00 8.8243267e-03 -1.6660350e+00 8.0030287e-10 5.3547825e-07 2.3133523e-08
2247 3.9369733e+01 1.9375308e+00 8.8133309e-03 -1.6856350e+00 7.9953384e-10 5.3412528e-07 2.3116088e-08
2248 3.9270387e+01 1.9364821e+00 8.8023670e-03 -1.7052984e+00 7.9876603e-10 5.3278228e-07 2.3096334e-08
2249 3.9172670e+01 1.9353277e+00 8.7914351e-03 -1.7250365e+00 7.9799905e-10 5.3144903e-07 2.3074259e-08
2250 3.9076603e+01 1.9340697e+00 8.7805355e-03 -1.7448310e+00 7.9723310e-10 5.3012570e-07 2.3049876e-08
2251 3.8982219e+01 1.9327163e+00 8.7696682e-03 -1.7646829e+00 7.9646836e-10 5.2881240e-07 2.3023199e-08
2252 3.8888860e+01 1.9312549e+00 8.7588334e-03 -1.7845730e+00 7.9570446e-10 5.2750901e-07 2.2994236e-08
2253 3.8796627e+01 1.9296860e+00 8.7480312e-03 -1.8044795e+00 7.9494157e-10 5.2621558e-07 2.2963008e-08
2254 3.8706360e+01 1.9280103e+00 8.7372619e-03 -1.8243950e+00 7.9417989e-10 5.2493224e-07 2.2929535e-08
2255 3.8616675e+01 1.9262060e+00 8.7265255e-03 -1.8442899e+00 7.9341904e-10 5.2365873e-07 2.2893824e-08
2256 3.8529158e+01 1.9242813e+00 8.7158220e-03 -1.8641569e+00 7.9265920e-10 5.2239518e-07 2.2855896e-08
2257 3.8443165e+01 1.9222290e+00 8.7051517e-03 -1.8839664e+00 7.9190057e-10 5.2114165e-07 2.2815772e-08
2258 3.8358798e+01 1.9200423e+00 8.6945146e-03 -1.9037109e+00 7.9114276e-10 5.1989800e-07 2.2773461e-08
2259 3.8275416e+01 1.9177216e+00 8.6839107e-03 -1.9233682e+00 7.9038596e-10 5.1866431e-07 2.2728983e-08
2260 3.8193862e+01 1.9152674e+00 8.6733400e-03 -1.9429234e+00 7.8963035e-10 5.1744068e-07 2.2682361e-08
2261 3.8114238e+01 1.9126726e+00 8.6628027e-03 -1.9623613e+00 7.8887557e-10 5.1622687e-07 2.2633599e-08
2262 3.8035905e+01 1.9099524e+00 8.6522987e-03 -1.9816746e+00 7.8812179e-10 5.1502301e-07 2.2582720e-08
2263 3.7958222e+01 1.9071072e+00 8.6418281e-03 -2.0008406e+00 7.8736920e-10 5.1382915e-07 2.2529743e-08
2264 3.7882777e+01 1.9041223e+00 8.6313907e-03 -2.0198442e+00 7.8661742e-10 5.1264516e-07 2.2474679e-08
2265 3.7808931e+01 1.9010130e+00 8.6209867e-03 -2.0386704e+00 7.8586684e-10 5.1147122e-07 2.2417552e-08
2266 3.7736787e+01 1.8977645e+00 8.6106158e-03 -2.0573483e+00 7.8511706e-10 5.1030710e-07 2.2358369e-08
2267 3.7665707e+01 1.8943921e+00 8.6002782e-03 -2.0757737e+00 7.8436828e-10 5.0915290e-07 2.2297151e-08
2268 3.7595794e+01 1.8908809e+00 8.5899737e-03 -2.0940053e+00 7.8362069e-10 5.0800869e-07 2.2233918e-08
2269 3.7527896e+01 1.8872385e+00 8.5797022e-03 -2.1119908e+00 7.8287390e-10 5.0687434e-07 2.2168681e-08
2270 3.7461375e+01 1.8834652e+00 8.5694636e-03 -2.1298260e+00 7.8212811e-10 5.0574991e-07 2.2101458e-08
2271 3.7396335e+01 1.8795461e+00 8.5592577e-03 -2.1473841e+00 7.8138349e-10 5.0463552e-07 2.2032272e-08
2272 3.7332883e+01 1.8754887e+00 8.5490846e-03 -2.1646865e+00 7.8063967e-10 5.0353092e-07 2.1961128e-08
2273 3.7271122e+01 1.8713005e+00 8.5389439e-03 -2.1817547e+00 7.7989703e-10 5.0243630e-07 2.1888052e-08
2274 3.7210417e+01 1.8669667e+00 8.5288356e-03 -2.1985359e+00 7.7915519e-10 5.0135152e-07 2.1813054e-08
2275 3.7150873e+01 1.8625095e+00 8.5187595e-03 -2.2150515e+00 7.7841433e-10 5.0027665e-07 2.1736153e-08
2276 3.7093340e+01 1.8579214e+00 8.5087154e-03 -2.2313227e+00 7.7767464e-10 4.9921181e-07 2.1657371e-08
2277 3.7036436e+01 1.8531950e+00 8.4987030e-03 -2.2472964e+00 7.7693575e-10 4.9815675e-07 2.1576715e-08
2278 3.6981014e+01 1.8483525e+00 8.4887222e-03 -2.2629938e+00 7.7619784e-10 4.9711159e-07 2.1494206e-08
2279 3.6927177e+01 1.8433789e+00 8.4787728e-03 -2.2784359e+00 7.7546109e-10 4.9607638e-07 2.1409863e-08
2280 3.6875035e+01 1.8382815e+00 8.4688545e-03 -2.2935695e+00 7.7472513e-10 4.9505101e-07 2.1323697e-08
2281 3.6823950e+01 1.8330526e+00 8.4589671e-03 -2.3083412e+00 7.7399033e-10 4.9403565e-07 2.1235733e-08
2282 3.6774031e+01 1.8277070e+00 8.4491103e-03 -2.3228460e+00 7.7325632e-10 4.9303005e-07 2.1145977e-08
2283 3.6724641e+01 1.8222371e+00 8.4392839e-03 -2.3371049e+00 7.7252328e-10 4.9203435e-07 2.1054451e-08
2284 3.6677373e+01 1.8166425e+00 8.4294877e-03 -2.3509897e+00 7.7179139e-10 4.9104858e-07 2.0961173e-08
2285 3.6630850e+01 1.8109231e+00 8.4197213e-03 -2.3645955e+00 7.7106029e-10 4.9007264e-07 2.0866155e-08
2286 3.6585922e+01 1.8050859e+00 8.4099845e-03 -2.3778685e+00 7.7033034e-10 4.8910670e-07 2.0769422e-08
2287 3.6541953e+01 1.7991382e+00 8.4002770e-03 -2.3909034e+00 7.6960117e-10 4.8815051e-07 2.0670979e-08
2288 3.6499052e+01 1.7930647e+00 8.3905986e-03 -2.4035719e+00 7.6887296e-10 4.8720419e-07 2.0570849e-08
2289 3.6457326e+01 1.7868949e+00 8.3809489e-03 -2.4159686e+00 7.6814590e-10 4.8626781e-07 2.0469049e-08
2290 3.6416883e+01 1.7806134e+00 8.3713276e-03 -2.4280394e+00 7.6741962e-10 4.8534123e-07 2.0365593e-08
2291 3.6377088e+01 1.7742348e+00 8.3617346e-03 -2.4398786e+00 7.6669447e-10 4.8442463e-07 2.0260503e-08
2292 3.6338792e+01 1.7677587e+00 8.3521695e-03 -2.4514320e+00 7.6597010e-10 4.8351778e-07 2.0153786e-08
2293 3.6301360e+01 1.7611995e+00 8.3426319e-03 -2.4626452e+00 7.6524669e-10 4.8262079e-07 2.0045464e-08
2294 3.6264901e+01 1.7545494e+00 8.3331218e-03 -2.4736865e+00 7.6452441e-10 4.8173372e-07 1.9935556e-08
2295 3.6229522e+01 1.7478078e+00 8.3236386e-03 -2.4843529e+00 7.6380291e-10 4.8085644e-07 1.9824074e-08
2296 3.6194588e+01 1.7409892e+00 8.3141823e-03 -2.4948126e+00 7.6308253e-10 4.7998913e-07 1.9711040e-08
2297 3.6160950e+01 1.7340857e+00 8.3047524e-03 -2.5050108e+00 7.6236293e-10 4.7913155e-07 1.9596463e-08
2298 3.6127974e+01 1.7271042e+00 8.2953488e-03 -2.5150412e+00 7.6164427e-10 4.7828382e-07 1.9480363e-08
2299 3.6096510e+01 1.7200441e+00 8.2859711e-03 -2.5247746e+00 7.6092673e-10 4.7744599e-07 1.9362759e-08
2300 3.6065181e+01 1.7129124e+00 8.2766191e-03 -2.5342304e+00 7.6020996e-10 4.7661795e-07 1.9243663e-08
2301 3.6034835e+01 1.7057007e+00 8.2672925e-03 -2.5435714e+00 7.5949432e-10 4.7579985e-07 1.9123100e-08
2302 3.6005566e+01 1.6984297e+00 8.2579911e-03 -2.5525706e+00 7.5877943e-10 4.7499142e-07 1.9001081e-08
2303 3.5975980e+01 1.6910823e+00 8.2487145e-03 -2.5614415e+00 7.5806548e-10 4.7419272e-07 1.8877633e-08
2304 3.5948398e+01 1.6836713e+00 8.2394626e-03 -2.5699519e+00 7.5735265e-10 4.7340377e-07 1.8752780e-08
2305 3.5920681e+01 1.6762021e+00 8.2302352e-03 -2.5782411e+00 7.5664058e-10 4.7262439e-07 1.8626538e-08
2306 3.5893666e+01 1.6686650e+00 8.2210318e-03 -2.5862252e+00 7.5592963e-10 4.7185469e-07 1.8498938e-08
2307 3.5867442e+01 1.6610728e+00 8.2118524e-03 -2.5938947e+00 7.5521942e-10 4.7109441e-07 1.8369991e-08
2308 3.5841360e+01 1.6534234e+00 8.2026967e-03 -2.6012399e+00 7.5451033e-10 4.7034366e-07 1.8239726e-08
2309 3.5815509e+01 1.6457145e+00 8.1935644e-03 -2.6082509e+00 7.5380199e-10 4.6960228e-07 1.8108162e-08
2310 3.5790725e+01 1.6379590e+00 8.1844553e-03 -2.6149923e+00 7.5309458e-10 4.6887026e-07 1.7975321e-08
2311 3.5766357e+01 1.6301471e+00 8.1753691e-03 -2.6213797e+00 7.5238828e-10 4.6814766e-07 1.7841230e-08
2312 3.5741752e+01 1.6222916e+00 8.1663057e-03 -2.6273288e+00 7.5168272e-10 4.6743422e-07 1.7705902e-08
2313 3.5717745e+01 1.6143829e+00 8.1572649e-03 -2.6329780e+00 7.5097827e-10 4.6673005e-07 1.7569365e-08
2314 3.5694427e+01 1.6064409e+00 8.1482463e-03 -2.6383170e+00 7.5027456e-10 4.6603498e-07 1.7431638e-08
2315 3.5671147e+01 1.5984487e+00 8.1392497e-03 -2.6431870e+00 7.4957195e-10 4.6534913e-07 1.7292749e-08
2316 3.5647996e+01 1.5904189e+00 8.1302750e-03 -2.6477260e+00 7.4887009e-10 4.6467221e-07 1.7152710e-08
2317 3.5625066e+01 1.5823566e+00 8.1213219e-03 -2.6518493e+00 7.4816914e-10 4.6400431e-07 1.7011548e-08
2318 3.5602447e+01 1.5742523e+00 8.1123901e-03 -2.6555461e+00 7.4746929e-10 4.6334540e-07 1.6869286e-08
2319 3.5579488e+01 1.5661110e+00 8.1034794e-03 -2.6588801e+00 7.4677018e-10 4.6269534e-07 1.6725944e-08
2320 3.5557023e+01 1.5579381e+00 8.0945896e-03 -2.6618404e+00 7.4607216e-10 4.6205423e-07 1.6581548e-08
2321 3.5534400e+01 1.5497311e+00 8.0857205e-03 -2.6643418e+00 7.4537487e-10 4.6142181e-07 1.6436112e-08
2322 3.5511711e+01 1.5415029e+00 8.0768717e-03 -2.6664477e+00 7.4467868e-10 4.6079818e-07 1.6289665e-08
2323 3.5489790e+01 1.5332435e+00 8.0680430e-03 -2.6681468e+00 7.4398321e-10 4.6018318e-07 1.6142223e-08
2324 3.5467241e+01 1.5249658e+00 8.0592342e-03 -2.6694281e+00 7.4328884e-10 4.5957693e-07 1.5993816e-08
2325 3.5444900e+01 1.5166673e+00 8.0504450e-03 -2.6703545e+00 7.4259519e-10 4.5897915e-07 1.5844456e-08
2326 3.5422113e+01 1.5083607e+00 8.0416751e-03 -2.6708404e+00 7.4190245e-10 4.5838991e-07 1.5694171e-08
2327 3.5399716e+01 1.5000363e+00 8.0329242e-03 -2.6708744e+00 7.4121079e-10 4.5780919e-07 1.5542983e-08
2328 3.5377055e+01 1.4917140e+00 8.0241920e-03 -2.6705933e+00 7.4051986e-10 4.5723685e-07 1.5390910e-08
2329 3.5354966e+01 1.4833769e+00 8.0154782e-03 -2.6699114e+00 7.3983000e-10 4.5667299e-07 1.5237981e-08
2330 3.5332052e+01 1.4750449e+00 8.0067826e-03 -2.6688170e+00 7.3914087e-10 4.5611735e-07 1.5084209e-08
2331 3.5309148e+01 1.4667008e+00 7.9981047e-03 -2.6673724e+00 7.3845282e-10 4.5557002e-07 1.4929622e-08
2332 3.5286344e+01 1.4583574e+00 7.9894443e-03 -2.6654915e+00 7.3776548e-10 4.5503086e-07 1.4774238e-08
2333 3.5263732e+01 1.4500048e+00 7.9808010e-03 -2.6632367e+00 7.3707922e-10 4.5449998e-07 1.4618084e-08
2334 3.5240658e+01 1.4416557e+00 7.9721744e-03 -2.6605958e+00 7.3639367e-10 4.5397709e-07 1.4461176e-08
2335 3.5217214e+01 1.4333078e+00 7.9635642e-03 -2.6575568e+00 7.3570919e-10 4.5346233e-07 1.4303540e-08
2336 3.5193489e+01 1.4249515e+00 7.9549701e-03 -2.6541816e+00 7.3502543e-10 4.5295551e-07 1.4145195e-08
2337 3.5170317e+01 1.4166067e+00 7.9463916e-03 -2.6504581e+00 7.3434256e-10 4.5245665e-07 1.3986164e-08
2338 3.5146303e+01 1.4082565e+00 7.9378283e-03 -2.6462994e+00 7.3366075e-10 4.5196580e-07 1.3826472e-08
2339 3.5122279e+01 1.3999134e+00 7.9292799e-03 -2.6418417e+00 7.3297965e-10 4.5148270e-07 1.3666136e-08
2340 3.5098335e+01 1.3915826e+00 7.9207459e-03 -2.6370726e+00 7.3229962e-10 4.5100745e-07 1.3505181e-08
2341 3.5073819e+01 1.3832545e+00 7.9122259e-03 -2.6319049e+00 7.3162029e-10 4.5053989e-07 1.3343626e-08
2342 3.5049562e+01 1.3749342e+00 7.9037195e-03 -2.6264004e+00 7.3094202e-10 4.5008013e-07 1.3181498e-08
2343 3.5024912e+01 1.3666271e+00 7.8952263e-03 -2.6206206e+00 7.3026445e-10 4.4962790e-07 1.3018812e-08
2344 3.4999957e+01 1.3583234e+00 7.8867458e-03 -2.6145525e+00 7.2958794e-10 4.4918332e-07 1.2855595e-08
2345 3.4974787e+01 1.3500359e+00 7.8782775e-03 -2.6081091e+00 7.2891214e-10 4.4874622e-07 1.2691867e-08
2346 3.4950234e+01 1.3417476e+00 7.8698212e-03 -2.6014258e+00 7.2823738e-10 4.4831671e-07 1.2527652e-08
2347 3.4924900e+01 1.3334710e+00 7.8613762e-03 -2.5944153e+00 7.2756333e-10 4.4789453e-07 1.2362967e-08
2348 3.4899617e+01 1.3251967e+00 7.8529421e-03 -2.5871388e+00 7.2689032e-10 4.4747979e-07 1.2197839e-08
2349 3.4873731e+01 1.3169299e+00 7.8445186e-03 -2.5795831e+00 7.2621801e-10 4.4707231e-07 1.2032286e-08
2350 3.4848072e+01 1.3086759e+00 7.8361050e-03 -2.5718090e+00 7.2554675e-10 4.4667222e-07 1.1866334e-08
2351 3.4822716e+01 1.3004261e+00 7.8277011e-03 -2.5637271e+00 7.2487618e-10 4.4627924e-07 1.1700000e-08
2352 3.4796945e+01 1.2921829e+00 7.8193063e-03 -2.5554618e+00 7.2420665e-10 4.4589347e-07 1.1533305e-08
2353 3.4770774e+01 1.2839647e+00 7.8109201e-03 -2.5469129e+00 7.2353782e-10 4.4551473e-07 1.1366263e-08
2354 3.4744213e+01 1.2757674e+00 7.8025422e-03 -2.5382028e+00 7.2287002e-10 4.4514312e-07 1.1198897e-08
2355 3.4718020e+01 1.2675946e+00 7.7941721e-03 -2.5291568e+00 7.2220291e-10 4.4477834e-07 1.1031218e-08
2356 3.4690720e+01 1.2594644e+00 7.7858094e-03 -2.5198972e+00 7.2153684e-10 4.4442050e-07 1.0863248e-08
2357 3.4663812e+01 1.2513656e+00 7.7774537e-03 -2.5104719e+00 7.2087146e-10 4.4406941e-07 1.0695002e-08
2358 3.4635820e+01 1.2433165e+00 7.7691045e-03 -2.5007804e+00 7.2020711e-10 4.4372516e-07 1.0526500e-08
2359 3.4608243e+01 1.2353057e+00 7.7607614e-03 -2.4908705e+00 7.1954345e-10 4.4338748e-07 1.0357754e-08
2360 3.4579605e+01 1.2273442e+00 7.7524240e-03 -2.4806414e+00 7.1888064e-10 4.4305641e-07 1.0188786e-08
2361 3.4550660e+01 1.2194281e+00 7.7440920e-03 -2.4702895e+00 7.1821886e-10 4.4273191e-07 1.0019613e-08
2362 3.4520676e+01 1.2115758e+00 7.7357650e-03 -2.4596396e+00 7.1755776e-10 4.4241383e-07 9.8502506e-09
2363 3.4490405e+01 1.2037761e+00 7.7274426e-03 -2.4488136e+00 7.1689769e-10 4.4210225e-07 9.6807192e-09
2364 3.4459114e+01 1.1960324e+00 7.7191245e-03 -2.4377106e+00 7.1623829e-10 4.4179689e-07 9.5110318e-09
2365 3.4427556e+01 1.1883560e+00 7.7108103e-03 -2.4264524e+00 7.1557983e-10 4.4149783e-07 9.3412092e-09
2366 3.4395740e+01 1.1807503e+00 7.7024998e-03 -2.4149380e+00 7.1492214e-10 4.4120491e-07 9.1712665e-09
2367 3.4362189e+01 1.1732043e+00 7.6941925e-03 -2.4032148e+00 7.1426546e-10 4.4091821e-07 9.0012243e-09
2368 3.4328396e+01 1.1657363e+00 7.6858883e-03 -2.3912559e+00 7.1360946e-10 4.4063746e-07 8.8310957e-09
2369 3.4294371e+01 1.1583428e+00 7.6775868e-03 -2.3791831e+00 7.1295447e-10 4.4036274e-07 8.6609012e-09
2370 3.4258634e+01 1.1510273e+00 7.6692879e-03 -2.3668207e+00 7.1230015e-10 4.4009388e-07 8.4906562e-09
2371 3.4222680e+01 1.1437936e+00 7.6609912e-03 -2.3542903e+00 7.1164685e-10 4.3983096e-07 8.3203810e-09
2372 3.4185772e+01 1.1366380e+00 7.6526965e-03 -2.3415650e+00 7.1099438e-10 4.3957377e-07 8.1500899e-09
2373 3.4148660e+01 1.1295643e+00 7.6444036e-03 -2.3286920e+00 7.1034258e-10 4.3932222e-07 7.9798005e-09
2374 3.4109865e+01 1.1225837e+00 7.6361124e-03 -2.3156440e+00 7.0969180e-10 4.3907641e-07 7.8095329e-09
2375 3.4070879e+01 1.1156777e+00 7.6278225e-03 -2.3023941e+00 7.0904167e-10 4.3883607e-07 7.6393006e-09
2376 3.4030965e+01 1.1088651e+00 7.6195340e-03 -2.2889893e+00 7.0839255e-10 4.3860127e-07 7.4691240e-09
2377 3.3989386e+01 1.1021421e+00 7.6112465e-03 -2.2754024e+00 7.0774410e-10 4.3837185e-07 7.2990184e-09
2378 3.3947633e+01 1.0955053e+00 7.6029600e-03 -2.2616508e+00 7.0709664e-10 4.3814789e-07 7.1290040e-09
2379 3.3904968e+01 1.0889586e+00 7.5946743e-03 -2.2477518e+00 7.0644985e-10 4.3792912e-07 6.9590946e-09
2380 3.3862138e+01 1.0825058e+00 7.5863893e-03 -2.2337078e+00 7.0580406e-10 4.3771561e-07 6.7893102e-09
2381 3.3817664e+01 1.0761361e+00 7.5781049e-03 -2.2195139e+00 7.0515892e-10 4.3750721e-07 6.6196664e-09
2382 3.3772290e+01 1.0698607e+00 7.5698209e-03 -2.2051723e+00 7.0451478e-10 4.3730399e-07 6.4501831e-09
2383 3.3726023e+01 1.0636764e+00 7.5615374e-03 -2.1906931e+00 7.0387129e-10 4.3710568e-07 6.2808744e-09
2384 3.3678865e+01 1.0575870e+00 7.5532542e-03 -2.1760709e+00 7.0322880e-10 4.3691237e-07 6.1117600e-09
2385 3.3631564e+01 1.0515818e+00 7.5449712e-03 -2.1613157e+00 7.0258696e-10 4.3672388e-07 5.9428558e-09
2386 3.3582636e+01 1.0456647e+00 7.5366884e-03 -2.1464298e+00 7.0194611e-10 4.3654029e-07 5.7741814e-09
2387 3.3532827e+01 1.0398399e+00 7.5284056e-03 -2.1314303e+00 7.0130591e-10 4.3636135e-07 5.6057512e-09
2388 3.3482884e+01 1.0341040e+00 7.5201229e-03 -2.1163195e+00 7.0066669e-10 4.3618711e-07 5.4375847e-09
2389 3.3432067e+01 1.0284611e+00 7.5118401e-03 -2.1010998e+00 7.0002813e-10 4.3601743e-07 5.2696980e-09
2390 3.3379635e+01 1.0229005e+00 7.5035572e-03 -2.0857735e+00 6.9939054e-10 4.3585238e-07 5.1021102e-09
2391 3.3327075e+01 1.0174263e+00 7.4952741e-03 -2.0703575e+00 6.9875361e-10 4.3569169e-07 4.9348364e-09
2392 3.3274391e+01 1.0120428e+00 7.4869907e-03 -2.0548544e+00 6.9811765e-10 4.3553543e-07 4.7678957e-09
2393 3.3220099e+01 1.0067392e+00 7.4787071e-03 -2.0392588e+00 6.9748233e-10 4.3538345e-07 4.6013042e-09
2394 3.3165685e+01 1.0015199e+00 7.4704231e-03 -2.0235732e+00 6.9684800e-10 4.3523583e-07 4.4350811e-09
2395 3.3110409e+01 9.9638155e-01 7.4621387e-03 -2.0078071e+00 6.9621446e-10 4.3509233e-07 4.2692420e-09
2396 3.3055016e+01 9.9131367e-01 7.4538538e-03 -1.9919629e+00 6.9558158e-10 4.3495290e-07 4.1038043e-09
2397 3.2998762e+01 9.8632795e-01 7.4455682e-03 -1.9760354e+00 6.9494966e-10 4.3481762e-07 3.9387869e-09
2398 3.2941651e+01 9.8141386e-01 7.4372820e-03 -1.9600343e+00 6.9431838e-10 4.3468621e-07 3.7742052e-09
2399 3.2884424e+01 9.7656831e-01 7.4289950e-03 -1.9439546e+00 6.9368806e-10 4.3455877e-07 3.6100780e-09
2400 3.2826341e+01 9.7178825e-01 7.4207072e-03 -1.9278059e+00 6.9305839e-10 4.3443510e-07 3.4464219e-09
2401 3.2767393e+01 9.6707171e-01 7.4124184e-03 -1.9115921e+00 6.9242968e-10 4.3431532e-07 3.2832543e-09
2402 3.2709018e+01 9.6242110e-01 7.4041286e-03 -1.8953164e+00 6.9180160e-10 4.3419913e-07 3.1205865e-09
2403 3.2648931e+01 9.5783994e-01 7.3958375e-03 -1.8790057e+00 6.9117448e-10 4.3408663e-07 2.9584313e-09
2404 3.2589305e+01 9.5333176e-01 7.3875452e-03 -1.8626571e+00 6.9054800e-10 4.3397764e-07 2.7967997e-09
2405 3.2528597e+01 9.4890755e-01 7.3792514e-03 -1.8462904e+00 6.8992247e-10 4.3387227e-07 2.6357046e-09
2406 3.2467493e+01 9.4455605e-01 7.3709561e-03 -1.8299100e+00 6.8929774e-10 4.3377028e-07 2.4751565e-09
2407 3.2405936e+01 9.4028828e-01 7.3626591e-03 -1.8135358e+00 6.8867363e-10 4.3367161e-07 2.3151674e-09
2408 3.2343126e+01 9.3610046e-01 7.3543602e-03 -1.7971649e+00 6.8805048e-10 4.3357635e-07 2.1557497e-09
2409 3.2280491e+01 9.3199624e-01 7.3460594e-03 -1.7808095e+00 6.8742796e-10 4.3348422e-07 1.9969142e-09
2410 3.2216488e+01 9.2798672e-01 7.3377564e-03 -1.7644894e+00 6.8680639e-10 4.3339532e-07 1.8386734e-09
2411 3.2152545e+01 9.2406076e-01 7.3294511e-03 -1.7482019e+00 6.8618544e-10 4.3330947e-07 1.6810385e-09
2412 3.2087118e+01 9.2022208e-01 7.3211434e-03 -1.7319593e+00 6.8556544e-10 4.3322676e-07 1.5240220e-09
2413 3.2021634e+01 9.1648185e-01 7.3128331e-03 -1.7157739e+00 6.8494606e-10 4.3314693e-07 1.3676346e-09
2414 3.1955293e+01 9.1282901e-01 7.3045199e-03 -1.6996505e+00 6.8432763e-10 4.3307005e-07 1.2118889e-09
2415 3.1888036e+01 9.0927477e-01 7.2962039e-03 -1.6836016e+00 6.8370998e-10 4.3299606e-07 1.0567963e-09
2416 3.1820546e+01 9.0581553e-01 7.2878847e-03 -1.6676321e+00 6.8309294e-10 4.3292475e-07 9.0236839e-10
2417 3.1752021e+01 9.0245513e-01 7.2795623e-03 -1.6517545e+00 6.8247685e-10 4.3285619e-07 7.4861716e-10
2418 3.1683147e+01 8.9919001e-01 7.2712364e-03 -1.6359811e+00 6.8186138e-10 4.3279022e-07 5.9555418e-10
2419 3.1613119e+01 8.9603149e-01 7.2629070e-03 -1.6203095e+00 6.8124684e-10 4.3272693e-07 4.4319140e-10
2420 3.1543363e+01 8.9296120e-01 7.2545739e-03 -1.6047525e+00 6.8063292e-10 4.3266605e-07 2.9154031e-10
2421 3.1472335e+01 8.8999794e-01 7.2462369e-03 -1.5893075e+00 6.8001994e-10 4.3260766e-07 1.4061282e-10
2422 3.1400717e+01 8.8713081e-01 7.2378959e-03 -1.5739947e+00 6.7940772e-10 4.3255169e-07 -9.5793977e-12
2423 3.1329191e+01 8.8436378e-01 7.2295508e-03 -1.5588044e+00 6.7879612e-10 4.3249794e-07 -1.5902459e-10
2424 3.1256211e+01 8.8169344e-01 7.2212015e-03 -1.5437493e+00 6.7818545e-10 4.3244647e-07 -3.0771104e-10
2425 3.1183201e+01 8.7913125e-01 7.2128478e-03 -1.5288347e+00 6.7757539e-10 4.3239714e-07 -4.5562693e-10
2426 3.1109357e+01 8.7665896e-01 7.2044897e-03 -1.5140584e+00 6.7696625e-10 4.3235001e-07 -6.0276070e-10
2427 3.1034619e+01 8.7428807e-01 7.1961271e-03 -1.4994259e+00 6.7635772e-10 4.3230483e-07 -7.4910035e-10
2428 3.0959666e+01 8.7201526e-01 7.1877600e-03 -1.4849426e+00 6.7575012e-10 4.3226167e-07 -8.9463436e-10
2429 3.0884438e+01 8.6984464e-01 7.1793882e-03 -1.4706139e+00 6.7514328e-10 4.3222048e-07 -1.0393510e-09
2430 3.0808129e+01 8.6776547e-01 7.1710117e-03 -1.4564305e+00 6.7453705e-10 4.3218103e-07 -1.1832383e-09
2431 3.0731420e+01 8.6578194e-01 7.1626305e-03 -1.4424128e+00 6.7393174e-10 4.3214341e-07 -1.3262847e-09
2432 3.0654248e+01 8.6389820e-01 7.1542447e-03 -1.4285516e+00 6.7332702e-10 4.3210745e-07 -1.4684784e-09
2433 3.0576550e+01 8.6210360e-01 7.1458541e-03 -1.4148526e+00 6.7272323e-10 4.3207324e-07 -1.6098079e-09
2434 3.0499006e+01 8.6040236e-01 7.1374589e-03 -1.4013139e+00 6.7212003e-10 4.3204050e-07 -1.7502609e-09
2435 3.0420067e+01 8.5879872e-01 7.1290591e-03 -1.3879340e+00 6.7151775e-10 4.3200933e-07 -1.8898263e-09
2436 3.0341155e+01 8.5728208e-01 7.1206547e-03 -1.3747186e+00 6.7091623e-10 4.3197966e-07 -2.0284922e-09
2437 3.0261464e+01 8.5584928e-01 7.1122459e-03 -1.3616662e+00 6.7031530e-10 4.3195126e-07 -2.1662463e-09
2438 3.0181672e+01 8.5451206e-01 7.1038327e-03 -1.3487679e+00 6.6971528e-10 4.3192423e-07 -2.3030776e-09
2439 3.0100974e+01 8.5325244e-01 7.0954152e-03 -1.3360297e+00 6.6911585e-10 4.3189840e-07 -2.4389737e-09
2440 3.0020047e+01 8.5208218e-01 7.0869935e-03 -1.3234501e+00 6.6851734e-10 4.3187385e-07 -2.5739238e-09
2441 2.9938827e+01 8.5099079e-01 7.0785679e-03 -1.3110278e+00 6.6791957e-10 4.3185036e-07 -2.7079154e-09
2442 2.9857249e+01 8.4998262e-01 7.0701385e-03 -1.2987542e+00 6.6732239e-10 4.3182787e-07 -2.8409365e-09
