#  L TT            EE            BB            TE            PP            PT            PE           
6663 3.5493030e-02 4.3465012e-04 2.5637665e-04 -5.2092592e-04 5.9144140e-11 1.7505603e-08 -5.3861218e-13
6664 3.5500608e-02 4.3427141e-04 2.5623462e-04 -5.2182350e-04 5.9119244e-11 1.7491296e-08 -5.2969895e-13
6665 3.5514377e-02 4.3386782e-04 2.5609155e-04 -5.2287611e-04 5.9094360e-11 1.7477006e-08 -5.2075112e-13
6666 3.5533985e-02 4.3344034e-04 2.5594748e-04 -5.2407041e-04 5.9069474e-11 1.7462729e-08 -5.1176882e-13
6667 3.5559024e-02 4.3299017e-04 2.5580246e-04 -5.2539168e-04 5.9044615e-11 1.7448474e-08 -5.0275258e-13
6668 3.5589038e-02 4.3251872e-04 2.5565654e-04 -5.2682396e-04 5.9019768e-11 1.7434237e-08 -4.9370256e-13
6669 3.5623523e-02 4.3202758e-04 2.5550977e-04 -5.2835025e-04 5.8994933e-11 1.7420017e-08 -4.8461903e-13
6670 3.5661938e-02 4.3151854e-04 2.5536223e-04 -5.2995263e-04 5.8970111e-11 1.7405815e-08 -4.7550226e-13
6671 3.5703703e-02 4.3099355e-04 2.5521399e-04 -5.3161246e-04 5.8945286e-11 1.7391629e-08 -4.6635247e-13
6672 3.5748211e-02 4.3045469e-04 2.5506515e-04 -5.3331053e-04 5.8920488e-11 1.7377463e-08 -4.5717006e-13
6673 3.5794828e-02 4.2990417e-04 2.5491578e-04 -5.3502729e-04 5.8895703e-11 1.7363314e-08 -4.4795524e-13
6674 3.5842905e-02 4.2934430e-04 2.5476598e-04 -5.3674297e-04 5.8870929e-11 1.7349184e-08 -4.3870829e-13
6675 3.5891778e-02 4.2877749e-04 2.5461586e-04 -5.3843785e-04 5.8846168e-11 1.7335071e-08 -4.2942948e-13
6676 3.5940778e-02 4.2820618e-04 2.5446551e-04 -5.4009237e-04 5.8821419e-11 1.7320977e-08 -4.2011909e-13
6677 3.5989238e-02 4.2763288e-04 2.5431504e-04 -5.4168740e-04 5.8796668e-11 1.7306896e-08 -4.1077730e-13
6678 3.6036496e-02 4.2706009e-04 2.5416455e-04 -5.4320435e-04 5.8771943e-11 1.7292838e-08 -4.0140457e-13
6679 3.6081903e-02 4.2649030e-04 2.5401416e-04 -5.4462538e-04 5.8747231e-11 1.7278798e-08 -3.9200110e-13
6680 3.6124831e-02 4.2592599e-04 2.5386396e-04 -5.4593360e-04 5.8722531e-11 1.7264777e-08 -3.8256714e-13
6681 3.6164675e-02 4.2536955e-04 2.5371406e-04 -5.4711319e-04 5.8697843e-11 1.7250773e-08 -3.7310298e-13
6682 3.6200860e-02 4.2482333e-04 2.5356457e-04 -5.4814955e-04 5.8673153e-11 1.7236786e-08 -3.6360885e-13
6683 3.6232850e-02 4.2428956e-04 2.5341557e-04 -5.4902950e-04 5.8648489e-11 1.7222820e-08 -3.5408511e-13
6684 3.6260145e-02 4.2377037e-04 2.5326716e-04 -5.4974133e-04 5.8623838e-11 1.7208872e-08 -3.4453199e-13
6685 3.6282296e-02 4.2326772e-04 2.5311943e-04 -5.5027496e-04 5.8599198e-11 1.7194943e-08 -3.3494977e-13
6686 3.6298899e-02 4.2278344e-04 2.5297246e-04 -5.5062205e-04 5.8574571e-11 1.7181032e-08 -3.2533873e-13
6687 3.6309605e-02 4.2231919e-04 2.5282633e-04 -5.5077602e-04 5.8549941e-11 1.7167136e-08 -3.1569906e-13
6688 3.6314123e-02 4.2187644e-04 2.5268109e-04 -5.5073218e-04 5.8525338e-11 1.7153262e-08 -3.0603120e-13
6689 3.6312217e-02 4.2145645e-04 2.5253681e-04 -5.5048775e-04 5.8500747e-11 1.7139408e-08 -2.9633534e-13
6690 3.6303717e-02 4.2106028e-04 2.5239354e-04 -5.5004186e-04 5.8476168e-11 1.7125572e-08 -2.8661175e-13
6691 3.6288512e-02 4.2068877e-04 2.5225132e-04 -5.4939562e-04 5.8451602e-11 1.7111755e-08 -2.7686072e-13
6692 3.6266555e-02 4.2034254e-04 2.5211017e-04 -5.4855205e-04 5.8427047e-11 1.7097957e-08 -2.6708252e-13
6693 3.6237864e-02 4.2002196e-04 2.5197013e-04 -5.4751607e-04 5.8402490e-11 1.7084176e-08 -2.5727739e-13
6694 3.6202519e-02 4.1972720e-04 2.5183119e-04 -5.4629450e-04 5.8377959e-11 1.7070416e-08 -2.4744567e-13
6695 3.6160665e-02 4.1945815e-04 2.5169335e-04 -5.4489591e-04 5.8353441e-11 1.7056676e-08 -2.3758760e-13
6696 3.6112504e-02 4.1921451e-04 2.5155662e-04 -5.4333062e-04 5.8328934e-11 1.7042954e-08 -2.2770347e-13
6697 3.6058300e-02 4.1899574e-04 2.5142097e-04 -5.4161054e-04 5.8304439e-11 1.7029252e-08 -2.1779354e-13
6698 3.5998373e-02 4.1880105e-04 2.5128636e-04 -5.3974910e-04 5.8279943e-11 1.7015564e-08 -2.0785805e-13
6699 3.5933096e-02 4.1862947e-04 2.5115276e-04 -5.3776108e-04 5.8255472e-11 1.7001901e-08 -1.9789737e-13
6700 3.5862889e-02 4.1847981e-04 2.5102012e-04 -5.3566253e-04 5.8231014e-11 1.6988256e-08 -1.8791172e-13
6701 3.5788221e-02 4.1835069e-04 2.5088838e-04 -5.3347053e-04 5.8206567e-11 1.6974631e-08 -1.7790137e-13
6702 3.5709600e-02 4.1824054e-04 2.5075748e-04 -5.3120311e-04 5.8182133e-11 1.6961026e-08 -1.6786662e-13
6703 3.5627571e-02 4.1814765e-04 2.5062735e-04 -5.2887903e-04 5.8157696e-11 1.6947438e-08 -1.5780770e-13
6704 3.5542707e-02 4.1807013e-04 2.5049790e-04 -5.2651761e-04 5.8133285e-11 1.6933871e-08 -1.4772494e-13
6705 3.5455611e-02 4.1800599e-04 2.5036905e-04 -5.2413855e-04 5.8108887e-11 1.6920325e-08 -1.3761859e-13
6706 3.5366900e-02 4.1795311e-04 2.5024070e-04 -5.2176172e-04 5.8084500e-11 1.6906798e-08 -1.2748893e-13
6707 3.5277209e-02 4.1790929e-04 2.5011277e-04 -5.1940701e-04 5.8060125e-11 1.6893291e-08 -1.1733623e-13
6708 3.5187178e-02 4.1787224e-04 2.4998515e-04 -5.1709410e-04 5.8035762e-11 1.6879803e-08 -1.0716077e-13
6709 3.5097449e-02 4.1783965e-04 2.4985774e-04 -5.1484228e-04 5.8011397e-11 1.6866332e-08 -9.6962804e-14
6710 3.5008660e-02 4.1780916e-04 2.4973045e-04 -5.1267027e-04 5.7987058e-11 1.6852884e-08 -8.6742649e-14
6711 3.4921439e-02 4.1777841e-04 2.4960316e-04 -5.1059606e-04 5.7962730e-11 1.6839457e-08 -7.6500560e-14
6712 3.4836395e-02 4.1774507e-04 2.4947577e-04 -5.0863670e-04 5.7938415e-11 1.6826049e-08 -6.6236811e-14
6713 3.4754117e-02 4.1770682e-04 2.4934819e-04 -5.0680814e-04 5.7914111e-11 1.6812662e-08 -5.5951679e-14
6714 3.4675165e-02 4.1766144e-04 2.4922031e-04 -5.0512510e-04 5.7889806e-11 1.6799292e-08 -4.5645434e-14
6715 3.4600067e-02 4.1760675e-04 2.4909205e-04 -5.0360093e-04 5.7865526e-11 1.6785945e-08 -3.5318362e-14
6716 3.4529312e-02 4.1754070e-04 2.4896329e-04 -5.0224743e-04 5.7841258e-11 1.6772618e-08 -2.4970734e-14
6717 3.4463348e-02 4.1746133e-04 2.4883397e-04 -5.0107482e-04 5.7817002e-11 1.6759312e-08 -1.4602825e-14
6718 3.4402574e-02 4.1736683e-04 2.4870400e-04 -5.0009154e-04 5.7792758e-11 1.6746026e-08 -4.2149101e-15
6719 3.4347343e-02 4.1725556e-04 2.4857331e-04 -4.9930428e-04 5.7768511e-11 1.6732756e-08 6.1927331e-15
6720 3.4297950e-02 4.1712602e-04 2.4844183e-04 -4.9871780e-04 5.7744291e-11 1.6719511e-08 1.6619830e-14
6721 3.4254636e-02 4.1697689e-04 2.4830950e-04 -4.9833499e-04 5.7720082e-11 1.6706286e-08 2.7066105e-14
6722 3.4217585e-02 4.1680706e-04 2.4817627e-04 -4.9815676e-04 5.7695885e-11 1.6693082e-08 3.7531283e-14
6723 3.4186919e-02 4.1661561e-04 2.4804210e-04 -4.9818206e-04 5.7671699e-11 1.6679899e-08 4.8015089e-14
6724 3.4162700e-02 4.1640182e-04 2.4790696e-04 -4.9840792e-04 5.7647526e-11 1.6666736e-08 5.8517247e-14
6725 3.4144931e-02 4.1616521e-04 2.4777083e-04 -4.9882943e-04 5.7623350e-11 1.6653592e-08 6.9037472e-14
6726 3.4133551e-02 4.1590549e-04 2.4763369e-04 -4.9943979e-04 5.7599200e-11 1.6640471e-08 7.9575505e-14
6727 3.4128440e-02 4.1562259e-04 2.4749555e-04 -5.0023043e-04 5.7575062e-11 1.6627371e-08 9.0131064e-14
6728 3.4129418e-02 4.1531669e-04 2.4735640e-04 -5.0119101e-04 5.7550935e-11 1.6614292e-08 1.0070387e-13
6729 3.4136251e-02 4.1498816e-04 2.4721627e-04 -5.0230959e-04 5.7526820e-11 1.6601233e-08 1.1129365e-13
6730 3.4148647e-02 4.1463757e-04 2.4707518e-04 -5.0357269e-04 5.7502703e-11 1.6588192e-08 1.2190010e-13
6731 3.4166265e-02 4.1426573e-04 2.4693317e-04 -5.0496548e-04 5.7478612e-11 1.6575176e-08 1.3252300e-13
6732 3.4188712e-02 4.1387362e-04 2.4679028e-04 -5.0647183e-04 5.7454532e-11 1.6562181e-08 1.4316205e-13
6733 3.4215555e-02 4.1346241e-04 2.4664657e-04 -5.0807458e-04 5.7430464e-11 1.6549207e-08 1.5381697e-13
6734 3.4246318e-02 4.1303346e-04 2.4650210e-04 -5.0975559e-04 5.7406408e-11 1.6536254e-08 1.6448748e-13
6735 3.4280491e-02 4.1258828e-04 2.4635694e-04 -5.1149600e-04 5.7382363e-11 1.6523323e-08 1.7517331e-13
6736 3.4317531e-02 4.1212853e-04 2.4621115e-04 -5.1327638e-04 5.7358316e-11 1.6510411e-08 1.8587417e-13
6737 3.4356872e-02 4.1165599e-04 2.4606483e-04 -5.1507689e-04 5.7334295e-11 1.6497523e-08 1.9658981e-13
6738 3.4397928e-02 4.1117256e-04 2.4591806e-04 -5.1687751e-04 5.7310285e-11 1.6484656e-08 2.0731995e-13
6739 3.4440098e-02 4.1068024e-04 2.4577094e-04 -5.1865823e-04 5.7286287e-11 1.6471810e-08 2.1806431e-13
6740 3.4482773e-02 4.1018111e-04 2.4562355e-04 -5.2039920e-04 5.7262300e-11 1.6458986e-08 2.2882261e-13
6741 3.4525340e-02 4.0967728e-04 2.4547599e-04 -5.2208098e-04 5.7238311e-11 1.6446180e-08 2.3959451e-13
6742 3.4567193e-02 4.0917092e-04 2.4532836e-04 -5.2368467e-04 5.7214348e-11 1.6433399e-08 2.5037987e-13
6743 3.4607730e-02 4.0866421e-04 2.4518076e-04 -5.2519215e-04 5.7190396e-11 1.6420640e-08 2.6117834e-13
6744 3.4646368e-02 4.0815932e-04 2.4503329e-04 -5.2658619e-04 5.7166456e-11 1.6407903e-08 2.7198964e-13
6745 3.4682541e-02 4.0765840e-04 2.4488605e-04 -5.2785067e-04 5.7142527e-11 1.6395188e-08 2.8281351e-13
6746 3.4715712e-02 4.0716355e-04 2.4473914e-04 -5.2897071e-04 5.7118597e-11 1.6382493e-08 2.9364964e-13
6747 3.4745370e-02 4.0667680e-04 2.4459264e-04 -5.2993282e-04 5.7094691e-11 1.6369822e-08 3.0449781e-13
6748 3.4771045e-02 4.0620011e-04 2.4444664e-04 -5.3072502e-04 5.7070797e-11 1.6357173e-08 3.1535772e-13
6749 3.4792302e-02 4.0573533e-04 2.4430124e-04 -5.3133696e-04 5.7046915e-11 1.6344545e-08 3.2622909e-13
6750 3.4808752e-02 4.0528419e-04 2.4415650e-04 -5.3176004e-04 5.7023044e-11 1.6331940e-08 3.3711164e-13
6751 3.4820053e-02 4.0484829e-04 2.4401250e-04 -5.3198747e-04 5.6999184e-11 1.6319358e-08 3.4800511e-13
6752 3.4825914e-02 4.0442908e-04 2.4386931e-04 -5.3201432e-04 5.6975323e-11 1.6306793e-08 3.5890912e-13
6753 3.4826097e-02 4.0402786e-04 2.4372698e-04 -5.3183763e-04 5.6951486e-11 1.6294255e-08 3.6982358e-13
6754 3.4820418e-02 4.0364574e-04 2.4358556e-04 -5.3145637e-04 5.6927662e-11 1.6281739e-08 3.8074812e-13
6755 3.4808751e-02 4.0328365e-04 2.4344509e-04 -5.3087148e-04 5.6903848e-11 1.6269245e-08 3.9168247e-13
6756 3.4791028e-02 4.0294235e-04 2.4330561e-04 -5.3008589e-04 5.6880046e-11 1.6256774e-08 4.0262635e-13
6757 3.4767238e-02 4.0262238e-04 2.4316714e-04 -5.2910442e-04 5.6856242e-11 1.6244324e-08 4.1357943e-13
6758 3.4737430e-02 4.0232410e-04 2.4302969e-04 -5.2793383e-04 5.6832463e-11 1.6231898e-08 4.2454155e-13
6759 3.4701709e-02 4.0204766e-04 2.4289327e-04 -5.2658266e-04 5.6808695e-11 1.6219495e-08 4.3551237e-13
6760 3.4660237e-02 4.0179300e-04 2.4275786e-04 -5.2506121e-04 5.6784939e-11 1.6207114e-08 4.4649162e-13
6761 3.4613231e-02 4.0155988e-04 2.4262347e-04 -5.2338144e-04 5.6761194e-11 1.6194756e-08 4.5747903e-13
6762 3.4560960e-02 4.0134784e-04 2.4249006e-04 -5.2155682e-04 5.6737461e-11 1.6182421e-08 4.6847431e-13
6763 3.4503742e-02 4.0115625e-04 2.4235759e-04 -5.1960222e-04 5.6713725e-11 1.6170105e-08 4.7947708e-13
6764 3.4441942e-02 4.0098427e-04 2.4222603e-04 -5.1753379e-04 5.6690015e-11 1.6157816e-08 4.9048729e-13
6765 3.4375968e-02 4.0083092e-04 2.4209533e-04 -5.1536877e-04 5.6666316e-11 1.6145549e-08 5.0150455e-13
6766 3.4306267e-02 4.0069503e-04 2.4196543e-04 -5.1312534e-04 5.6642628e-11 1.6133306e-08 5.1252859e-13
6767 3.4233318e-02 4.0057527e-04 2.4183627e-04 -5.1082244e-04 5.6618951e-11 1.6121086e-08 5.2355913e-13
6768 3.4157633e-02 4.0047020e-04 2.4170777e-04 -5.0847962e-04 5.6595273e-11 1.6108886e-08 5.3459583e-13
6769 3.4079745e-02 4.0037823e-04 2.4157985e-04 -5.0611679e-04 5.6571619e-11 1.6096713e-08 5.4563854e-13
6770 3.4000209e-02 4.0029767e-04 2.4145244e-04 -5.0375409e-04 5.6547976e-11 1.6084562e-08 5.5668693e-13
6771 3.3919593e-02 4.0022674e-04 2.4132545e-04 -5.0141167e-04 5.6524345e-11 1.6072434e-08 5.6774071e-13
6772 3.3838473e-02 4.0016357e-04 2.4119879e-04 -4.9910948e-04 5.6500726e-11 1.6060330e-08 5.7879961e-13
6773 3.3757428e-02 4.0010626e-04 2.4107236e-04 -4.9686712e-04 5.6477117e-11 1.6048250e-08 5.8986336e-13
6774 3.3677036e-02 4.0005286e-04 2.4094607e-04 -4.9470362e-04 5.6453506e-11 1.6036189e-08 6.0093154e-13
6775 3.3597863e-02 4.0000137e-04 2.4081983e-04 -4.9263726e-04 5.6429921e-11 1.6024155e-08 6.1200416e-13
6776 3.3520464e-02 3.9994984e-04 2.4069354e-04 -4.9068539e-04 5.6406346e-11 1.6012145e-08 6.2308079e-13
6777 3.3445376e-02 3.9989630e-04 2.4056711e-04 -4.8886431e-04 5.6382783e-11 1.6000158e-08 6.3416117e-13
6778 3.3373108e-02 3.9983884e-04 2.4044045e-04 -4.8718903e-04 5.6359230e-11 1.5988195e-08 6.4524502e-13
6779 3.3304143e-02 3.9977558e-04 2.4031347e-04 -4.8567320e-04 5.6335676e-11 1.5976254e-08 6.5633198e-13
6780 3.3238931e-02 3.9970473e-04 2.4018608e-04 -4.8432895e-04 5.6312147e-11 1.5964339e-08 6.6742194e-13
6781 3.3177882e-02 3.9962460e-04 2.4005820e-04 -4.8316674e-04 5.6288628e-11 1.5952448e-08 6.7851454e-13
6782 3.3121365e-02 3.9953356e-04 2.3992976e-04 -4.8219533e-04 5.6265121e-11 1.5940580e-08 6.8960951e-13
6783 3.3069705e-02 3.9943015e-04 2.3980070e-04 -4.8142164e-04 5.6241625e-11 1.5928736e-08 7.0070656e-13
6784 3.3023178e-02 3.9931300e-04 2.3967094e-04 -4.8085070e-04 5.6218140e-11 1.5916917e-08 7.1180543e-13
6785 3.2982010e-02 3.9918091e-04 2.3954043e-04 -4.8048560e-04 5.6194653e-11 1.5905118e-08 7.2290567e-13
6786 3.2946374e-02 3.9903282e-04 2.3940913e-04 -4.8032745e-04 5.6171191e-11 1.5893346e-08 7.3400734e-13
6787 3.2916390e-02 3.9886786e-04 2.3927700e-04 -4.8037540e-04 5.6147740e-11 1.5881599e-08 7.4511000e-13
6788 3.2892122e-02 3.9868528e-04 2.3914400e-04 -4.8062660e-04 5.6124300e-11 1.5869876e-08 7.5621337e-13
6789 3.2873579e-02 3.9848457e-04 2.3901011e-04 -4.8107628e-04 5.6100871e-11 1.5858177e-08 7.6731718e-13
6790 3.2860714e-02 3.9826534e-04 2.3887532e-04 -4.8171774e-04 5.6077440e-11 1.5846501e-08 7.7842105e-13
6791 3.2853426e-02 3.9802742e-04 2.3873964e-04 -4.8254246e-04 5.6054033e-11 1.5834851e-08 7.8952491e-13
6792 3.2851560e-02 3.9777083e-04 2.3860305e-04 -4.8354015e-04 5.6030638e-11 1.5823225e-08 8.0062837e-13
6793 3.2854910e-02 3.9749573e-04 2.3846559e-04 -4.8469887e-04 5.6007254e-11 1.5811624e-08 8.1173117e-13
6794 3.2863219e-02 3.9720251e-04 2.3832726e-04 -4.8600512e-04 5.5983880e-11 1.5800048e-08 8.2283302e-13
6795 3.2876183e-02 3.9689170e-04 2.3818811e-04 -4.8744399e-04 5.5960518e-11 1.5788496e-08 8.3393366e-13
6796 3.2893456e-02 3.9656400e-04 2.3804817e-04 -4.8899929e-04 5.5937154e-11 1.5776965e-08 8.4503261e-13
6797 3.2914650e-02 3.9622030e-04 2.3790749e-04 -4.9065373e-04 5.5913814e-11 1.5765463e-08 8.5612998e-13
6798 3.2939340e-02 3.9586159e-04 2.3776614e-04 -4.9238904e-04 5.5890485e-11 1.5753985e-08 8.6722532e-13
6799 3.2967069e-02 3.9548906e-04 2.3762416e-04 -4.9418618e-04 5.5867167e-11 1.5742532e-08 8.7831833e-13
6800 3.2997354e-02 3.9510397e-04 2.3748163e-04 -4.9602551e-04 5.5843861e-11 1.5731104e-08 8.8940875e-13
6801 3.3029686e-02 3.9470773e-04 2.3733863e-04 -4.9788699e-04 5.5820552e-11 1.5719699e-08 9.0049619e-13
6802 3.3063541e-02 3.9430185e-04 2.3719523e-04 -4.9975034e-04 5.5797267e-11 1.5708321e-08 9.1158059e-13
6803 3.3098379e-02 3.9388791e-04 2.3705151e-04 -5.0159529e-04 5.5773993e-11 1.5696968e-08 9.2266157e-13
6804 3.3133657e-02 3.9346756e-04 2.3690758e-04 -5.0340170e-04 5.5750731e-11 1.5685640e-08 9.3373885e-13
6805 3.3168825e-02 3.9304251e-04 2.3676350e-04 -5.0514984e-04 5.5727479e-11 1.5674338e-08 9.4481216e-13
6806 3.3203339e-02 3.9261450e-04 2.3661937e-04 -5.0682050e-04 5.5704238e-11 1.5663060e-08 9.5588122e-13
6807 3.3236662e-02 3.9218531e-04 2.3647530e-04 -5.0839522e-04 5.5680995e-11 1.5651804e-08 9.6694552e-13
6808 3.3268273e-02 3.9175668e-04 2.3633135e-04 -5.0985646e-04 5.5657777e-11 1.5640578e-08 9.7800525e-13
6809 3.3297668e-02 3.9133036e-04 2.3618763e-04 -5.1118775e-04 5.5634569e-11 1.5629376e-08 9.8905991e-13
6810 3.3324365e-02 3.9090808e-04 2.3604422e-04 -5.1237388e-04 5.5611372e-11 1.5618200e-08 1.0001092e-12
6811 3.3347913e-02 3.9049150e-04 2.3590122e-04 -5.1340101e-04 5.5588187e-11 1.5607050e-08 1.0111529e-12
6812 3.3367892e-02 3.9008222e-04 2.3575869e-04 -5.1425684e-04 5.5564999e-11 1.5595923e-08 1.0221906e-12
6813 3.3383918e-02 3.8968175e-04 2.3561671e-04 -5.1493070e-04 5.5541835e-11 1.5584823e-08 1.0332221e-12
6814 3.3395650e-02 3.8929153e-04 2.3547537e-04 -5.1541365e-04 5.5518682e-11 1.5573750e-08 1.0442473e-12
6815 3.3402786e-02 3.8891288e-04 2.3533471e-04 -5.1569861e-04 5.5495540e-11 1.5562702e-08 1.0552657e-12
6816 3.3405073e-02 3.8854699e-04 2.3519481e-04 -5.1578038e-04 5.5472408e-11 1.5551680e-08 1.0662771e-12
6817 3.3402307e-02 3.8819493e-04 2.3505572e-04 -5.1565569e-04 5.5449288e-11 1.5540683e-08 1.0772812e-12
6818 3.3394331e-02 3.8785765e-04 2.3491748e-04 -5.1532328e-04 5.5426165e-11 1.5529709e-08 1.0882776e-12
6819 3.3381043e-02 3.8753590e-04 2.3478012e-04 -5.1478387e-04 5.5403067e-11 1.5518764e-08 1.0992663e-12
6820 3.3362392e-02 3.8723033e-04 2.3464368e-04 -5.1404016e-04 5.5379979e-11 1.5507846e-08 1.1102469e-12
6821 3.3338381e-02 3.8694140e-04 2.3450818e-04 -5.1309682e-04 5.5356902e-11 1.5496953e-08 1.1212192e-12
6822 3.3309063e-02 3.8666941e-04 2.3437362e-04 -5.1196044e-04 5.5333837e-11 1.5486087e-08 1.1321828e-12
6823 3.3274547e-02 3.8641451e-04 2.3424002e-04 -5.1063944e-04 5.5310768e-11 1.5475245e-08 1.1431373e-12
6824 3.3234988e-02 3.8617666e-04 2.3410736e-04 -5.0914403e-04 5.5287724e-11 1.5464431e-08 1.1540827e-12
6825 3.3190595e-02 3.8595568e-04 2.3397563e-04 -5.0748611e-04 5.5264690e-11 1.5453643e-08 1.1650187e-12
6826 3.3141620e-02 3.8575121e-04 2.3384481e-04 -5.0567912e-04 5.5241668e-11 1.5442881e-08 1.1759449e-12
6827 3.3088363e-02 3.8556276e-04 2.3371486e-04 -5.0373793e-04 5.5218656e-11 1.5432146e-08 1.1868611e-12
6828 3.3031160e-02 3.8538965e-04 2.3358575e-04 -5.0167872e-04 5.5195655e-11 1.5421438e-08 1.1977669e-12
6829 3.2970391e-02 3.8523110e-04 2.3345742e-04 -4.9951881e-04 5.5172651e-11 1.5410752e-08 1.2086619e-12
6830 3.2906464e-02 3.8508617e-04 2.3332983e-04 -4.9727645e-04 5.5149672e-11 1.5400096e-08 1.2195463e-12
6831 3.2839822e-02 3.8495380e-04 2.3320292e-04 -4.9497074e-04 5.5126703e-11 1.5389467e-08 1.2304195e-12
6832 3.2770931e-02 3.8483282e-04 2.3307660e-04 -4.9262135e-04 5.5103745e-11 1.5378865e-08 1.2412814e-12
6833 3.2700277e-02 3.8472196e-04 2.3295083e-04 -4.9024840e-04 5.5080798e-11 1.5368289e-08 1.2521315e-12
6834 3.2628363e-02 3.8461987e-04 2.3282551e-04 -4.8787223e-04 5.5057848e-11 1.5357739e-08 1.2629696e-12
6835 3.2555703e-02 3.8452512e-04 2.3270057e-04 -4.8551321e-04 5.5034922e-11 1.5347216e-08 1.2737955e-12
6836 3.2482816e-02 3.8443621e-04 2.3257593e-04 -4.8319157e-04 5.5012007e-11 1.5336721e-08 1.2846090e-12
6837 3.2410224e-02 3.8435162e-04 2.3245149e-04 -4.8092717e-04 5.4989103e-11 1.5326253e-08 1.2954096e-12
6838 3.2338442e-02 3.8426980e-04 2.3232718e-04 -4.7873933e-04 5.4966209e-11 1.5315812e-08 1.3061972e-12
6839 3.2267977e-02 3.8418916e-04 2.3220290e-04 -4.7664663e-04 5.4943326e-11 1.5305397e-08 1.3169714e-12
6840 3.2199320e-02 3.8410815e-04 2.3207857e-04 -4.7466677e-04 5.4920441e-11 1.5295007e-08 1.3277317e-12
6841 3.2132945e-02 3.8402521e-04 2.3195411e-04 -4.7281635e-04 5.4897579e-11 1.5284647e-08 1.3384784e-12
6842 3.2069300e-02 3.8393884e-04 2.3182942e-04 -4.7111073e-04 5.4874728e-11 1.5274314e-08 1.3492109e-12
6843 3.2008806e-02 3.8384756e-04 2.3170443e-04 -4.6956390e-04 5.4851888e-11 1.5264008e-08 1.3599290e-12
6844 3.1951853e-02 3.8374998e-04 2.3157907e-04 -4.6818832e-04 5.4829058e-11 1.5253730e-08 1.3706324e-12
6845 3.1898791e-02 3.8364478e-04 2.3145325e-04 -4.6699480e-04 5.4806239e-11 1.5243479e-08 1.3813207e-12
6846 3.1849935e-02 3.8353072e-04 2.3132692e-04 -4.6599243e-04 5.4783418e-11 1.5233254e-08 1.3919937e-12
6847 3.1805554e-02 3.8340667e-04 2.3120001e-04 -4.6518844e-04 5.4760620e-11 1.5223058e-08 1.4026512e-12
6848 3.1765874e-02 3.8327160e-04 2.3107246e-04 -4.6458819e-04 5.4737833e-11 1.5212890e-08 1.4132929e-12
6849 3.1731074e-02 3.8312463e-04 2.3094423e-04 -4.6419507e-04 5.4715056e-11 1.5202749e-08 1.4239185e-12
6850 3.1701284e-02 3.8296497e-04 2.3081528e-04 -4.6401047e-04 5.4692290e-11 1.5192636e-08 1.4345278e-12
6851 3.1676582e-02 3.8279199e-04 2.3068557e-04 -4.6403380e-04 5.4669521e-11 1.5182547e-08 1.4451200e-12
6852 3.1656998e-02 3.8260521e-04 2.3055508e-04 -4.6426246e-04 5.4646776e-11 1.5172489e-08 1.4556957e-12
6853 3.1642511e-02 3.8240428e-04 2.3042378e-04 -4.6469189e-04 5.4624042e-11 1.5162459e-08 1.4662542e-12
6854 3.1633048e-02 3.8218899e-04 2.3029168e-04 -4.6531560e-04 5.4601318e-11 1.5152457e-08 1.4767952e-12
6855 3.1628488e-02 3.8195930e-04 2.3015877e-04 -4.6612523e-04 5.4578605e-11 1.5142483e-08 1.4873184e-12
6856 3.1628660e-02 3.8171531e-04 2.3002506e-04 -4.6711064e-04 5.4555902e-11 1.5132537e-08 1.4978236e-12
6857 3.1633349e-02 3.8145726e-04 2.2989057e-04 -4.6825998e-04 5.4533197e-11 1.5122617e-08 1.5083103e-12
6858 3.1642293e-02 3.8118555e-04 2.2975532e-04 -4.6955985e-04 5.4510515e-11 1.5112727e-08 1.5187786e-12
6859 3.1655190e-02 3.8090069e-04 2.2961935e-04 -4.7099539e-04 5.4487844e-11 1.5102865e-08 1.5292281e-12
6860 3.1671700e-02 3.8060336e-04 2.2948269e-04 -4.7255043e-04 5.4465183e-11 1.5093031e-08 1.5396584e-12
6861 3.1691445e-02 3.8029432e-04 2.2934539e-04 -4.7420764e-04 5.4442533e-11 1.5083226e-08 1.5500693e-12
6862 3.1714021e-02 3.7997449e-04 2.2920751e-04 -4.7594873e-04 5.4419880e-11 1.5073445e-08 1.5604602e-12
6863 3.1738991e-02 3.7964486e-04 2.2906911e-04 -4.7775458e-04 5.4397251e-11 1.5063696e-08 1.5708315e-12
6864 3.1765899e-02 3.7930654e-04 2.2893026e-04 -4.7960545e-04 5.4374632e-11 1.5053976e-08 1.5811825e-12
6865 3.1794271e-02 3.7896070e-04 2.2879102e-04 -4.8148115e-04 5.4352024e-11 1.5044284e-08 1.5915130e-12
6866 3.1823616e-02 3.7860861e-04 2.2865147e-04 -4.8336126e-04 5.4329426e-11 1.5034620e-08 1.6018228e-12
6867 3.1853439e-02 3.7825157e-04 2.2851169e-04 -4.8522529e-04 5.4306838e-11 1.5024986e-08 1.6121115e-12
6868 3.1883239e-02 3.7789093e-04 2.2837176e-04 -4.8705292e-04 5.4284248e-11 1.5015378e-08 1.6223786e-12
6869 3.1912516e-02 3.7752808e-04 2.2823177e-04 -4.8882417e-04 5.4261681e-11 1.5005800e-08 1.6326243e-12
